at,content,score
2013-12-13 13:36:25,Great game but can u fix it that u don't have to always equip the vehicle upgrade everytime u go into the game . Thx,4
2015-02-19 00:15:17,I try to finish the daily challenge..aww the last or five days challenge I have nothing reward to wasted my Golden time for nothing.??? can you fix it..please on my other account in iphone..why im use this account? that is why I can't feed back in iphone account..Please Fix For Your Image:)God Bless You:),1
2014-01-19 23:16:29,love it good game but verry slow.,5
2015-02-24 09:20:08,Hehehe love it,5
2016-06-02 00:14:39,Great game,5
2019-04-01 01:20:57,THIS GAME IS AWSOME! they did add some new things that were not there before. BUT FOR SURE PLAY THIS LITTT GAME YALLL,5
2014-02-14 19:42:03,"Really cool i play it on ipad its very good too.I wish you will get heads on S.A.M reward you only get costume or clothes i wish the next update i will get head like pilot,astronoaut,and other its very cool to",5
2021-06-26 04:19:28,I love it I have not played it in years but it is a good game,5
2017-02-28 04:15:21,It's fun,5
2018-07-17 20:09:08,The best game ever I played it when I was 5 and I'm getting it again,5
2014-02-01 11:26:24,Its good,5
2014-03-25 02:09:07,I love this game but now it refuses to open. . .  Whyyyyy????!!!!,1
2014-03-24 01:59:19,,5
2014-06-21 13:00:06,VERY COOL DO DOWNLOAD:D,5
2018-10-29 01:11:51,The Halloween event is crazy fun compliments to the cheif!!!!#1 Game,5
2015-07-17 13:57:06,Every human should need to play  this game :) :),5
2017-12-30 07:31:41,It as a big  robot and a dragon that brief  fire,5
2016-02-06 22:29:46,BETTER GAME I HAVE OPENED ALL CARACTERS AND JETPECK,5
2018-03-13 11:57:05,Hell,5
2013-03-09 23:15:09,"Good game,",4
2013-01-14 09:51:26,This app is fun exciting and awesome!!!,4
2020-03-24 00:51:15,Like it,5
2016-07-06 10:15:45,Cooooooool,5
2016-07-24 17:08:45,Its good,5
2020-04-29 09:58:40,Super game,5
2018-01-12 02:54:10,Good game snozza,5
2013-03-20 03:10:13,"Probably the best game I've ever played and really fun overall, well recommended :)",5
2016-02-22 23:36:06,I love this game,5
2019-06-06 03:03:59,very good,1
2014-11-17 07:33:31,I love BC its awesome,5
2019-07-01 19:13:49,bkwas,1
2015-04-19 21:27:19,Awesome but needs more rides,5
2014-05-10 04:21:10,It can't download,5
2016-12-08 18:42:29,"I can't play anymore on my account, crashes after every game",2
2021-07-31 01:46:40,"The frame rate is not smooth on Galaxy s21 Ultra 5g, looks like it stucks a bit and it's not smooth, please check this",2
2016-08-31 04:39:53,To good,5
2018-04-30 11:41:41,"I love this game so much, its addicting and there's a lot of mission that 
will keep you playing. So many jet packs, clothes, gadgets, ect. 5 stars 
for sure",5
2018-06-01 18:59:37,yall deleted all my progress....smh uninstalling,1
2015-01-21 13:10:24,Dont waste time ads uhh,1
2016-01-09 15:01:23,It works very slowly,1
2015-08-03 10:28:47,Awesome game,5
2014-03-11 02:08:22,,4
2013-09-03 03:14:52,Cool,5
2017-10-12 19:57:01,Love it,5
2014-02-03 03:40:33,Asomest bleeping game ever,5
2016-12-04 10:23:41,So fun and adictting♡♡♡♡♡♡♡♡♡♡♡♡♡♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥,5
2012-10-23 03:20:42,Awesome,5
2016-05-04 02:04:19,I give this game a solid 1000/1000 yep this is how much i like this game,5
2018-04-20 10:04:37,Awesome,5
2017-12-29 02:18:42,I loved this game,5
2017-12-17 05:24:53,Everyone has to play it,5
2012-10-20 05:30:30,"Had to remove app today. Good game, but reset my coins to 0 after saving up to around 10000!! Waste of my time.",1
2014-02-02 05:21:13,I love this game!!!,5
2014-07-24 15:32:05,This game is exciting and I can imagine that I am doing it,5
2020-10-15 03:09:43,It awesome and i am oshioke,5
2020-07-13 16:56:00,It freezes a little but it's amazing,4
2017-09-02 07:52:30,Fun,5
2018-03-10 16:54:35,Mohit Ramidi  t0 laiik karo,5
2015-09-18 21:15:12,Very good game,5
2018-10-14 17:42:19,Awesome game I really enjoy it,5
2017-04-01 22:01:18,It's really really really really awesome and good game play lol,5
2016-09-30 12:02:00,Anirudh,5
2015-08-09 05:10:09,I want someone to answer pls I need to know,5
2015-05-23 10:23:06,Waste tell me half brick studios,1
2012-11-23 13:07:36,Mad cool game,5
2019-03-27 05:12:52,i love jetpack joy ride its AMAZING!!!!,5
2017-12-09 01:42:07,It's quite wonderful and awesome game that I have ever played in my career,5
2014-12-25 11:43:27,Love it...I'm addicted...i love the scientists...so funny...with xray spects u can see scientists underpants...HAHAHAHA!!!,5
2012-11-25 08:52:48,"Annoying because I don't get coins back and have to repurchase stuff, EVEN WHEN I CURRENTLY HAVE IT EQUIPPED  Otherwise its a solid fun game - just this bug is annoying.",3
2017-02-26 05:06:00,Good game,5
2016-11-24 16:46:21,This is nice game,1
2017-02-04 15:15:32,Its a adiccting game i love it.,5
2014-03-04 03:48:08,I haf to give a 5 star rating to this game its really good,5
2019-10-24 21:43:47,Brilliant game is this i like this game👍👍👍,5
2021-06-06 17:59:03,I love this 🎮,5
2013-11-03 09:57:00,By far the best free game I have it's awesome!,5
2017-06-07 19:39:42,Sagar.s,5
2013-01-28 08:58:01,"Its good but it wont let me update it so I could get new jetpacks,missions,and gadgets. I no this because my bro has it to and he gets new things on his",3
2016-01-16 21:05:55,Kristen 83841 AM,1
2013-07-07 14:24:13,Coo,5
2015-09-26 12:52:35,This game is very,5
2015-10-10 03:41:05,It is ok I really like it,5
2017-02-25 22:11:00,Its amazing,5
2014-08-16 00:11:21,I loved it,5
2014-07-31 00:23:16,Yay,5
2016-09-05 17:16:46,It is most good game,5
2016-11-20 13:20:34,Love it,5
2016-01-18 01:05:22,AWSOME,5
2020-12-26 20:11:42,I love this game,5
2012-10-03 23:22:01,All of equipments i bought  Was lost and my money did not return please fix this,1
2016-01-01 12:09:11,Amazing,5
2017-04-30 22:34:06,It's great...love the new upgrades,5
2018-06-14 04:19:08,It's fun,5
2013-03-12 02:15:36,Good,5
2020-03-14 17:38:00,Funny game. Worthy download.,4
2020-09-09 22:58:42,Very good,5
2013-08-25 01:15:13,Best game of the year so fun,5
2017-12-18 19:50:50,Good,4
2015-01-02 02:00:40,So slow I had spend 20 bucks what a rip off,1
2023-09-18 00:53:48,i like the game but almost everytime i take a machine the game shuts down and my progress is lost,1
2012-10-28 04:38:54,Just Yes,5
2016-06-10 19:46:15,.,5
2015-10-13 05:01:19,Bad,2
2015-01-19 00:25:43,Cool game,5
2014-02-22 14:58:54,Very addictive game.,5
2017-06-04 09:21:51,Penis,1
2017-02-22 04:46:15,Love the game so much p.s. Lol,5
2017-08-22 21:34:56,Its cool 😎🔫,5
2015-07-20 07:32:17,GET IT!!!!,5
2014-12-31 03:39:59,,1
2017-10-27 06:05:33,A good game,4
2017-07-05 12:40:20,Rmro xa yaar kya sahhi,5
2017-08-03 09:28:39,Good game i recommend you play this game good graphics😄😄😄,5
2014-10-13 22:41:43,Nice game,5
2016-12-16 00:22:06,GTA,5
2014-01-04 17:33:27,Addicting.!! XD,5
2015-06-06 06:48:02,"Don't get me wrong, I love this game. I have played it for hours on end before. But I have encountered an issue wherein the game sometimes reverts my progress to the state it was in upon opening the game. I also find that every second, there will be a small lag spike. As before mentioned, I loved this game and I still do, but these issues are ruining my experience immensely.",2
2013-12-19 11:32:58,Where is the Google+ SignIn button? I'm waiting for that a long time ago...,1
2013-04-11 18:09:23,Nc1 game the best ever :-),5
2012-11-21 17:09:31,Love it a lot,5
2016-12-29 00:40:40,It's amazing,5
2015-03-21 22:49:00,I want more games like it so can you plz make more for now 4,4
2014-08-25 22:26:04,Awesome game. Love it.,5
2014-05-20 07:15:22,I HATE THIS GAME!!!!!!!!!!!!!!!!??!!!!!  First I had this game and it wouldn't let me get more games then I needed to erease More games about 59 now I  Have 1 .........game left. I still  .... C o u l d e n t  ........get more games.  It use to be my  favorite game but not any..................................................  ...................Morrrrrrrrrrrrrrre!!!  So don't get this game!!!,1
2017-03-17 21:48:54,If u don't like this game than no game will satisfy u.,5
2015-10-04 23:58:47,IT KEEPS TURNING OFF!!!!!!! PLEASE FIX OR UPGRADE,1
2014-06-12 14:02:30,Khub valo :),5
2020-12-27 05:45:03,"A tiny bit repetitive, but still my favourite mobile game",5
2018-10-17 09:31:32,Xxx in gam,5
2014-07-17 09:07:39,This is awesome,5
2013-03-18 20:48:31,My only complaint is that the android version  seems to be a version behind the iOS one (no HD graphics?).,5
2016-01-22 19:07:27,Yay,5
2015-06-28 06:55:26,"Every time I roll a final spin, I always get the 750 headstart and because I get that all the time, it took me a long time to get the freeze-o-matic gadget. Also I was getting less then 50 coins per run. So please get rid of the 750 headstart and headstart in the stash.",4
2018-02-09 14:28:27,Good,5
2015-05-03 04:28:39,khotay ullu ke pathay,5
2015-05-29 01:41:22,This is amazing. I can not even describe it...,5
2016-11-02 17:09:28,This game is at mind all the time,4
2016-04-22 20:09:08,I love this game,4
2014-06-05 12:48:17,"One of the best games ever. Must download, it's great! Everything about it!",5
2021-12-15 08:15:18,Pretty good except the ads when you are first starting it gives you options but they barely work,5
2018-03-16 18:45:46,This is excellent game i never played this one before I think creator of this should make jetlackjoyride 2 superb game we can get chopper also i love this game this is my best of  my games its excellent 👍👍👍,5
2019-07-10 23:13:22,a little to fast,4
2013-07-12 11:07:31,Boss,5
2016-09-26 02:38:45,Starting to really like it,4
2015-12-18 03:41:25,Wow I love it!!!!:-),5
2020-06-18 01:40:22,Cool,5
2016-06-19 22:03:09,I love playing this app,5
2018-08-10 10:55:29,Love it,5
2015-10-26 08:54:05,Absolutely love the Back to the Future game!!! The care and love and attention to detail is outstanding! Please do more fun tie-ins for us 80s & 90s kids! :D,5
2013-03-03 10:14:37,Loved it.!,5
2016-03-20 09:42:27,This has the best action,5
2015-01-16 21:32:06,I love this game because it is nice,5
2019-05-15 22:23:38,gréte job !!!!!!!!!!!!!!!!!!!!!!!!,5
2015-06-09 23:48:09,I play it,4
2013-03-24 05:18:37,This game is great!!!!!it is so addictive:-),5
2018-04-07 19:11:17,Good,5
2014-06-14 22:42:40,I loved the game the game is very nice,5
2014-04-03 12:37:49,Good,4
2016-05-13 23:15:19,Great game. Lots of fun to play.,5
2015-12-26 10:49:39,Cool awesome,5
2016-02-14 02:07:26,It glitches a lot,3
2021-01-02 12:22:59,One of my favorite childhood games Periodt💅,5
2019-06-22 15:32:57,excellent,5
2018-05-19 10:56:49,Amazing game,5
2015-04-24 10:12:03,Cduujuu,5
2018-05-30 17:16:23,Very fun!,4
2017-06-25 20:13:00,Boring,4
2019-11-02 08:05:14,This game is amazing I like flach ☺☺☺ Tere is no lag No glitchs The game i can't say this is so good,5
2024-05-12 20:34:02,I love this game,5
2017-12-01 00:06:21,"Love,this game",5
2015-08-09 01:57:01,Nice,4
2014-01-25 07:42:02,Wow,5
2017-01-22 19:37:31,This game is awesome,5
2019-11-12 11:28:03,I love this game! I never found a better game for my phone than jetpack joyride. And the best part is that it is free without sacrificing any awsomeness of the game or gameplay. 100%,5
2017-08-20 00:46:55,Nice game,5
2017-07-30 05:38:25,Lobed it,5
2015-08-13 00:03:57,Its too slow it takes to long to load. Then it just stopped working period!!!! What type of game is this?,1
2018-02-10 19:42:20,Nice,4
2018-06-19 22:20:39,It's great,4
2014-01-07 22:14:48,Awesome,5
2016-01-30 20:31:38,"Its addictive, though the items in the stash and the jetpacks are way too expensive.  So please renew it, because if you dont, maybe it will be banned for... i dont know...  So please fix it",3
2016-01-30 05:02:05,Awsom,5
2013-01-14 00:52:36,The best game I have ever played in my entire life except for minecraft,5
2013-08-19 16:58:19,I love it,5
2015-06-21 11:36:15,Jave,3
2016-03-25 10:56:16,It needs a girl player unlock everything get more challenge s I can be everyone of them,5
2019-08-11 11:59:53,love it,5
2016-02-11 06:34:04,Good luck with your friends and stay  safe,5
2016-08-27 14:32:26,Please connect all your games with Google play games to save progress so then we may get interest to play games where we left otherwise lot of people uninstall because progress not get saved.,4
2017-06-24 14:54:50,Nice,5
2017-04-19 10:50:01,Easy to play,5
2014-03-15 09:26:42,This game is great only problem is it is too addictive,5
2021-03-28 23:18:57,Just like Subway Surfer.,4
2015-02-09 05:03:56,poop,5
2020-06-01 10:07:03,Thanks for update but please update this games after every month .,5
2013-12-14 13:38:46,Awsome but hd bad,4
2018-06-30 12:01:48,Awesome game from halfbrick,5
2015-09-11 12:15:56,Wow Amazing Wonderful,5
2013-07-23 17:20:31,So happy,5
2017-03-02 12:21:42,Best single touch game,4
2017-03-25 15:42:24,Not soo good,3
2018-12-30 06:04:52,liked it,5
2015-01-15 00:57:11,I rate 8 out of 8,5
2016-12-28 09:08:44,Good,5
2016-09-03 21:57:46,Asome,5
2017-05-29 17:14:14,♡♥♡♥♡♥,5
2017-04-06 23:12:16,Fan,5
2017-03-27 05:13:39,"This game is pretty awesome.I had to choose if I wanted to keep miitomo,or delete miitomo to install jetpack joyride.I think it was worth it though.",4
2024-02-03 06:53:38,Sangat game tolol semoga kena ban,1
2019-06-10 08:10:59,Best Strategy Game Ever!,5
2023-01-19 03:26:12,shoe 👍,5
2015-06-01 12:06:03,เยี้ยม,5
2015-08-30 01:50:54,I love this game its the best,5
2015-05-15 08:22:45,Me,5
2017-08-03 23:31:58,It's awesome!!!:-)😊,5
2013-12-30 10:22:31,Excellent game,5
2014-12-05 03:26:25,I've played this on my windows phone and now I installed it for my android. On the windows phone three was a lot more variety than now bit what really annoys me is that I get booted out of the game completely every time they show an add. This game went from hero to zero super fast.,2
2016-03-26 01:32:50,Guys please!,5
2014-03-03 02:40:01,My fav game lvng it,5
2015-02-04 09:11:39,INTERESTING GAME,5
2018-11-28 06:53:23,W.O.W,4
2013-08-13 18:14:14,Its addicting to me,5
2020-06-08 21:13:58,Good,5
2017-02-05 15:26:18,"If.you.can.program. a.play.button.home.it,s.very.nice",5
2016-08-21 02:58:47,"I can't stop playing, I LOVEEE THIS GAMEEE you should install it.",5
2019-04-14 14:20:12,good,5
2012-11-18 01:50:05,Awsome,5
2020-10-29 15:27:45,It nostalgic,5
2015-10-11 01:34:05,This is so AWESOME BETTER THEN THE normal GAME THKS FOR THIS COOL GAME,5
2021-07-21 07:47:58,"This game was, and still is one of my favorite apps on the Google play store. I get nostalgia from it, cause I used to play it with my old friends on the school bus.",5
2017-02-12 06:50:26,Wow,5
2014-09-28 16:03:22,What a game,5
2012-10-15 12:55:58,but missions should not be repeated otherwise awesome game i really enjoyed it xD,5
2018-08-05 23:30:53,It was so fun I love it great time killer,5
2018-07-29 06:49:04,"Played this game for years, always fun",5
2017-08-12 22:47:37,Love It,5
2022-02-15 13:53:01,"I used to love this game when I was a kid, although with auto ads, I hate playing it, ads should be for extra rewards only... This game has the capability of always staying in top 10 grossing games, if it hadn't been for auto ads",1
2015-04-01 17:35:34,It's only good if you play it for only 5 min every otherday.,3
2014-02-01 02:54:30,this ish suuuuuuuuuu fun XP,4
2013-12-21 01:44:22,could not download says invslid download url,1
2022-03-14 08:28:26,Best,5
2017-02-05 09:15:45,The currency should be easyer to get,4
2014-12-14 13:00:56,Some reason I got extra items the first time I played,5
2016-03-20 09:10:35,This app is so bad Im dissatisfied,1
2019-02-17 14:10:24,very bad game,1
2016-08-17 18:22:41,Spel,5
2016-08-24 04:42:20,Its good it really fun to play 😆,3
2017-05-16 11:31:33,Perfect,5
2014-03-06 10:22:10,:-) :-),5
2020-09-28 22:41:16,One of the best games iv ever had and harvey shut it lol,5
2014-09-24 09:18:06,I bought 4 bucks of coins and I never got em!!,1
2017-07-23 15:34:20,Suppppper coolllll gggaaaaameee,5
2012-10-02 11:08:09,Thank god yall made this for Android I love it!,5
2013-08-12 11:28:07,BEST  GAME EVER,5
2016-06-17 20:31:19,Loved it,5
2012-10-17 05:37:34,Cant stop playing it,5
2016-02-22 03:12:15,You can hack it with lucky pacher,5
2012-10-23 06:46:10,Fun to play but glitched bad. I lost all my coins and in app purchases. I dont want to have to pay everytime I play it,4
2014-08-12 23:12:57,Nothing else need be said.,5
2017-10-15 19:55:03,😆😆,5
2016-03-29 13:04:08,Nic bt very slow in Samsung galaxy grand prime,5
2020-12-20 05:21:02,It is a good game,5
2015-04-24 21:13:47,I love how you play and it gets harder and harder and that helps upgrade for stuff,5
2018-05-20 21:19:34,Great game :),5
2019-11-08 11:13:12,Pretty nice game,5
2017-03-09 10:57:41,A very good app with superb graphics. A grt time pass,5
2013-12-15 22:42:04,Cool video hahahaha,5
2014-08-23 18:36:15,Beatiful,5
2012-10-07 04:57:14,Fun game great concept and it never ends always trying to break your score,5
2013-11-22 10:26:59,Wonderfull games,5
2014-09-21 08:24:03,JETPACK JOYRIDE IS AN EXCELLENT GAME.......,5
2018-08-23 23:15:21,I late it hate and love it,5
2013-08-04 19:44:05,the best game in the world,5
2015-06-23 17:23:09,Sometimes u play it sometimes you dont,5
2017-01-09 07:09:00,Great game very addictive,5
2014-01-14 04:36:17,It took my two years to get all the vehicals gold and finish the game twice and suddenly nothing please return my stuff,1
2014-11-24 13:36:36,IF you PLAY This game You SAY That it is aowsome,5
2017-05-25 03:03:00,Fun,5
2014-07-17 01:40:57,"I like the game but I think that it would be a ""loved it"" rating from me If you could have won the Sam letters out of the spin tokens but if u get the letters you already have you can't have the letter but you can spin again",3
2013-05-20 20:29:03,Wat up,5
2013-06-24 11:37:09,It takes a long time to load on my Sony Ericsson. But other wise it is fun interesting entertaining and is a good way to kill time and another downer is that it uses allot of battery power.,4
2013-05-25 08:24:23,Why is this game not in HD?,2
2014-02-10 00:29:11,,5
2013-04-29 19:54:58,"Very addictive gameplay, and also full of humor. Probably one of the best freemium games in the play store.",5
2018-09-01 09:32:19,I love this game it's amazing,5
2018-06-01 14:21:11,Yes,4
2017-04-25 13:26:18,"Marvellous, adventurous game for kids and even for adults",5
2019-07-05 09:59:15,it is a good fighting game but sometimes the connection is lost and I found my coins are gone,4
2013-03-16 04:28:46,horrivel n sei quem gosta disso,1
2017-06-11 22:37:18,It is a very weird game but fun,5
2016-01-16 06:37:54,The best time killer,5
2015-04-08 21:07:25,"Very very exciting game ...I love the costume,jets etc",5
2017-11-19 23:59:29,It's a good game,5
2016-09-02 11:47:37,Cool game,5
2013-10-30 13:02:20,"Bothers me that some achievements (Class Act, Dragon Fruit, Hippy, Foam Party)  require jetpacks that are no longer avaliable in game.",3
2017-06-10 15:34:59,Wow..... Great,5
2016-07-28 12:22:33,AWESOME,5
2016-03-31 13:28:55,Roking star,5
2016-09-30 04:03:03,I love this game. The graphics are great and it doesn't get on my nerves.😎😎😎,5
2019-07-27 16:19:42,good game......... ..,5
2014-01-12 13:50:35,This is gr3,5
2014-01-31 09:49:25,Awesome stuff to buy,5
2013-12-11 03:28:20,Loved  it its like the second best game ever !!!!!!!!!!,5
2015-01-01 12:44:38,Cool swag,5
2014-02-22 17:12:38,One of the best game I've ever played.,5
2019-07-13 03:37:20,game couldn't possibly be better except maybe more variety of game modes,5
2018-08-10 15:06:11,"I tried to download it a bunch of times but it doesnt work. it goes to 100% 
and then starts again from 0%. can someome help me?",4
2018-03-06 16:38:44,I love it its so addective,5
2013-07-09 00:46:35,I like easy oozy dodge rockets i use it a lot add more gadgets a lot more gadgets so i can get get more good stuff its really really extremely funnnnnn!!!!!!!!!!!!!,5
2014-07-28 09:16:04,I  couldnt go home i keeps freezeing,1
2015-04-26 12:56:32,A the game is best a best time pass or a best game which we will play in order to complete it,5
2018-11-18 04:17:54,Good game,4
2017-06-20 03:35:45,I love this game,5
2015-08-29 23:07:06,my favourite game is jetpack joyride,5
2017-03-03 14:07:18,Nice,5
2016-10-08 23:15:19,"I made the mistake of spending money in game to support the developer, and now I can't restore my purchase. I've contacted the developer, but they won't respond.",1
2012-10-14 06:18:43,Online is when you race real people across the state and add story too thats when it tell why barry is stealing the jetpack for example hes trying to get his girlfriend back,5
2018-03-30 06:37:06,How is this bowling game xD,5
2012-10-21 22:27:27,TWICE I HAVE MADE AN IN APP PURCHASE BUT NEVER RECEIVED ITEM. Two emails sent to developers and no response. Great app but be very careful about purchasing any added extras with HALFBRICK STUDIOS. JETPACK JOYRIDE NEEDS TO BE SORTED OUT.,1
2014-02-12 02:24:46,Mint this,5
2017-03-18 20:34:29,Samsung galaxy s3  Works fine,3
2015-08-06 12:48:58,Yeeyee,5
2020-05-14 16:49:55,It is a very nice game,5
2017-03-11 17:53:59,It is cool,5
2014-08-18 18:22:42,Best in the world,5
2021-01-17 18:37:16,I loved this game beginning from my childhood. It was the best game ever I know,5
2014-08-31 09:03:42,Its fun,5
2016-03-19 20:39:32,It ends to be upgraded a lot. Graphics are not so good,3
2019-05-13 22:01:20,good memories,5
2023-10-28 16:44:59,Very nice and amazing game,5
2020-06-27 15:36:52,Super,5
2018-03-22 04:00:58,Isssssss littttt asf,5
2016-09-13 12:51:14,I like it very much,4
2018-10-03 13:15:52,Good,5
2013-10-08 00:50:13,"I'm number one in the world for over one year straight... You should reward me, I reached 11000+ lol",5
2016-10-27 17:42:57,😄,5
2016-10-03 05:21:01,This game is filled with action-packed levels and more!,5
2013-08-09 22:25:39,Awesome and addictive:))),5
2020-08-30 16:44:42,Metal slug,5
2018-05-24 21:36:57,Omg,5
2021-04-16 00:05:32,Nostalgic,5
2017-12-27 23:53:49,It is a great time killer,5
2013-12-25 08:42:31,It is very nice game,5
2020-06-03 15:10:52,It is good ..,5
2018-11-06 07:41:48,It's a guy in game,5
2017-05-14 16:50:15,It wouldn't stop crashing.,1
2016-08-23 15:10:13,I have no friends,2
2014-03-21 00:39:26,I love it,5
2018-05-31 04:14:56,THIS BRINGS BACK SO MANY GOOD MEMORIES TO MY CHILDHOOD,5
2014-03-23 23:26:48,Awesome game love it,5
2018-04-27 06:38:55,I love it,5
2014-07-07 04:07:54,Its a good game but Iv seen beter it just needs work,3
2015-08-10 09:59:16,I don't know why but it forces me out each time I want to play the game,2
2014-07-19 20:59:42,Loved this game,5
2019-02-22 03:35:47,love it,4
2021-06-19 13:44:21,"The music is too good, it has good Game play, & it's fun Wherever it can be",5
2016-07-28 01:50:25,Is amazing,5
2016-10-31 19:39:03,😍😄😅😘😉😊😐😊😍😯😯😣😣😮😮😣😝😈👿👹😳😠👻💀👻,5
2018-06-23 17:48:23,"Well this game is amazing I think this makes me more games like this what 
not a stupid game from the olden days",5
2014-02-11 19:03:01,This is one of the best games I have ever played....who agrees:-),5
2013-08-09 01:54:45,This game is really cool and fun,5
2015-07-06 14:53:05,I like it but my sis said that there should be a girl jet packjoride :),4
2014-08-24 23:44:11,Good,5
2017-08-25 16:08:54,👍👍👍👍👍,3
2016-08-18 00:51:38,YEET🔫🔫🔪🔪🔪🔪🔫🔪💉🚬💊🚬🚬💊💉💰💰👊,5
2014-03-18 19:41:47,No stars it is a *********** game  !!!!!!!!!!!! When I download it it takes 2hours and on installing it cant be opned,1
2016-06-20 03:55:38,I've played this game way back in middle school and I thought it was the best game I've ever seen on mobile and now I'm playing it again in my soon to be senior year in high school and this game is still just as fun as it was before.  This will forever be a game in my top five best mobile games 👍👌💯,5
2014-06-14 05:21:16,epic,5
2020-08-17 10:20:17,Decent,3
2016-05-21 00:23:43,Hate,1
2014-03-17 01:53:03,Kok,4
2015-02-04 22:08:23,Great app,5
2015-09-21 02:55:13,"I been playing jetpack joyride and unlocking the Sam for 4 days but now the only letter I can get is ""S"" and then when I die it resets. I've been trying to get the Sam costume but now it seems impossible due to this issue.",2
2013-09-12 15:05:11,Awesome addictive game but on my quest to get all the badges suddenly the game reset me back to level 1. My high score is also gone... Seriously ridiculous. Would give 5 stars if this didn't happen. Seen many many other people having same problems.,3
2019-02-04 03:30:49,great,5
2017-09-23 23:55:38,no has chinese,2
2024-04-04 09:58:46,the main theme is the best part of this game.,5
2018-11-01 20:31:13,Good,5
2015-10-06 17:05:47,wwe,5
2018-09-30 20:10:48,Best game,5
2016-03-05 20:05:12,There isn't any problem in this game $$$$$,5
2015-02-22 08:28:01,Love it i like the jetpack's,5
2016-04-18 07:44:03,Loved it,5
2013-12-08 19:30:04,Good game but missions are a bit to easy,4
2018-11-11 02:58:12,Great game,5
2014-10-30 21:36:16,Loved it,5
2017-03-12 19:35:50,Game is very good but not limited,5
2017-04-08 23:38:54,AWESOME,5
2014-06-28 08:23:31,IMA POOPY HEAD,3
2016-11-15 01:23:28,Cool,5
2018-11-02 09:39:36,Love it,5
2016-08-24 20:09:34,It is a great game and once you start to master the moves it will be the best game you have ever played !,5
2018-11-25 02:25:41,Cool,5
2016-08-28 10:55:40,good game,5
2014-06-13 23:24:04,i rely loved it.,5
2015-10-22 00:42:33,Love it,4
2020-04-25 14:18:33,Good game,5
2016-06-25 16:01:34,Fun kids game,5
2016-08-12 03:14:12,It is great.,5
2014-08-08 13:34:16,Great game,5
2014-02-24 23:14:09,Lol,5
2018-08-13 02:01:41,Its cool but i like dan the man the most!,5
2016-10-09 07:51:31,"Second best phone game ever but, first is Subway Surf",5
2017-06-06 02:09:00,Okay,3
2014-07-02 15:16:05,i will download n my mobile,5
2019-06-02 11:42:08,good,4
2018-06-20 03:34:46,great graffics,5
2017-11-26 20:07:34,i play this   Everyday it is so fun,5
2020-01-22 07:03:58,This is game is beast,5
2016-03-21 09:04:48,"So,I Am Very Like Love this Game .But I Tryes to Delete It To Get A New Game! but Can't?plz Fix",3
2017-03-14 15:48:25,Great game I hope it does well in the future,5
2019-11-29 02:20:41,"The old Game was so Much better, This game is Filled with ads and microtransactions, and get isn't worth going through.",1
2016-09-12 13:44:08,😘😘👍👍👍,5
2017-07-27 22:39:28,Addictive!,5
2016-07-08 20:50:32,I like the vehicles and different jetpacks and I have the being set,5
2015-08-01 07:54:51,This game is the best,5
2017-06-15 18:48:56,Good,5
2016-02-13 01:42:28,I LOVE IT,5
2016-01-09 09:10:52,Awesome,5
2016-08-14 17:24:43,Nice,5
2015-07-06 03:42:23,I like the hole game,5
2017-01-28 23:00:07,It is an amazing game.B-)😀😁😂,5
2017-01-01 22:27:11,That charge you to much that only cear about muny,1
2015-08-21 17:01:08,Nice,5
2021-02-23 02:42:34,"I first played this game years ago. There was a few optional extras to buy for real cash. Now it's inundated with paid for upgrades and constant forced adverts. What's particularly annoying is that it asks you to watch an advert for free power ups, then if you choose NO it plays adverts anyway and gives you nothing for it. Yet another good game ruined by adverts.",2
2014-03-20 17:39:30,Thanks again for your business,5
2019-04-19 00:55:45,decent. can you guys port raskulls (the one on xbox 360) to android/ios?,5
2013-07-27 00:53:49,Pipped,5
2013-09-20 23:09:43,This game is like toes awesome I love get it best game ever!!! :)))),5
2016-09-30 13:48:41,Good,5
2016-04-24 22:46:27,See above,5
2018-01-15 07:00:09,Amazing,5
2012-10-31 03:07:12,This game is sooooooooo good... However I cant give it five stars because it ofton needs to force close itself.   I was on a really high score(very addictive game) and then it stopped! I was gutted!!!!  But seriously... Try it before you think that its rubbish... Maybe its just my phone!,4
2013-09-17 01:50:10,Its gives no space in device and I have plenty of space please fix its a adicting game,1
2014-01-27 18:03:25,Find,4
2015-04-03 17:50:47,I like it good game but it hard a bit when lasers moving,5
2014-03-21 02:01:14,I just love this game... one game that is a game you realy wane play,5
2013-03-09 11:14:16,Ok,3
2016-03-29 18:52:02,Cool game,5
2019-11-02 07:59:31,"Like Mc Donald's, Im loving it.",5
2015-08-07 04:06:46,Speechless,5
2016-08-21 23:41:35,Good,1
2017-01-06 17:21:17,It is a super game,5
2016-09-03 16:51:46,Best phone game ever played,5
2015-01-23 00:24:34,I lake this game,5
2012-10-03 03:35:00,Its so fun,5
2017-04-23 01:03:25,Its cool,5
2020-07-09 15:36:44,this game is so cool and fantastic,5
2016-09-13 14:59:46,i have fun with this game when i feel tired cool game to get more scorre,4
2021-03-14 04:20:58,In Alexa tablet all the stuff was free but on the Mobile Is money 😐,3
2013-12-01 12:56:33,Downloading,5
